X,Y,Type,Date,Dscrptn,PLN_AREA_C,PLN_AREA_N,REGION_C,REGION_N,join_osm_id,join_name,Accident_Location
17699.68676,36353.53104,Accident,21/2/2018,Accident on PIE (towards Tuas) after Toh Guan Rd Exit. Avoid lane 3.,JE,JURONG EAST,WR,WEST REGION,75406313,Pan-Island Expressway,PIE
20823.75854,34958.62901,Accident,20/2/2018,Accident on PIE (towards Tuas) before Clementi Ave 6 Exit.,BT,BUKIT TIMAH,CR,CENTRAL REGION,479113886,Pan-Island Expressway,PIE
34402.98557,33905.91004,Accident,20/2/2018,Accident on PIE (towards Changi Airport) after Paya Lebar Rd with congestion till Kallang. Avoid lanes 1 and 3.,GL,GEYLANG,CR,CENTRAL REGION,33793659,Paya Lebar Flyover,PIE
28790.00379,34557.75005,Accident,20/2/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit.,NV,NOVENA,CR,CENTRAL REGION,44839216,Thomson Flyover,PIE
27321.86873,34313.30896,Accident,19/2/2018,Accident on PIE (towards Changi Airport) after Stevens Rd Exit with congestion till Lornie Rd. Avoid lane 2.,NV,NOVENA,CR,CENTRAL REGION,479181644,Pan-Island Expressway,PIE
25768.58049,35118.96101,Accident,17/2/2018,Accident on PIE (towards Changi Airport) before Lornie Rd with congestion till Eng Neo Ave. Avoid lanes 1 and 6.,BT,BUKIT TIMAH,CR,CENTRAL REGION,44818682,Pan-Island Expressway,PIE
25318.89586,35424.32799,Accident,16/2/2018,Accident on PIE (towards Changi Airport) before Lornie Rd. Avoid lane 1.,BT,BUKIT TIMAH,CR,CENTRAL REGION,479544356,Pan-Island Expressway,PIE
28789.16912,34555.39104,Accident,16/2/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Toa Payoh Exit.,NV,NOVENA,CR,CENTRAL REGION,44839216,Thomson Flyover,PIE
27415.14078,34322.14103,Accident,15/2/2018,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Toa Payoh Exit. Avoid lane 1.,NV,NOVENA,CR,CENTRAL REGION,174555661,Pan-Island Expressway,PIE
32120.62086,34305.578,Accident,15/2/2018,Accident on PIE (towards Tuas) after KPE Exit with congestion till KPE Exit. Avoid lane 4.,KL,KALLANG,CR,CENTRAL REGION,37635208,Pan-Island Expressway,PIE
9159.601397,33948.22995,Accident,14/2/2018,Accident on PIE (towards Tuas) at AYE Exit.,PN,PIONEER,WR,WEST REGION,428897151,Upper Jurong Road,PIE
35685.90793,34175.32799,Accident,13/2/2018,Accident on PIE (towards Changi Airport) before Jalan Eunos with congestion till Kallang Way. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,74553778,Pan-Island Expressway,PIE
44378.69669,35554.75002,Accident,13/2/2018,Accident on PIE (towards Changi Airport) at ECP(City) Exit.,CH,CHANGI,ER,EAST REGION,34760645,,PIE
39986.92502,35407.51197,Accident,13/2/2018,Accident on PIE (towards Tuas) after Tampines.,TM,TAMPINES,ER,EAST REGION,383384443,Pan-Island Expressway,PIE
36093.90213,34381.17197,Accident,12/2/2018,Accident on PIE (towards Changi Airport) at Jalan Eunos Entrance.,BD,BEDOK,ER,EAST REGION,44957260,,PIE
36112.87995,34283.23806,Accident,12/2/2018,Accident on PIE (towards Changi Airport) before Jalan Eunos with congestion till Kallang. Avoid lanes 2 and 3.,BD,BEDOK,ER,EAST REGION,44957272,Eunos Flyover,PIE
28358.36673,34360.87103,Accident,12/2/2018,Accident on PIE (towards Changi Airport) before Thomson Rd with congestion till Lornie Rd. Avoid lane 1.,NV,NOVENA,CR,CENTRAL REGION,75092722,Pan-Island Expressway,PIE
41479.13389,36673.84001,Accident,12/2/2018,Accident on PIE (towards Changi Airport) before Tampines St 31. Avoid lane 2.,TM,TAMPINES,ER,EAST REGION,174049703,Pan-Island Expressway,PIE
39175.7641,35243.961,Accident,11/2/2018,Accident on PIE (towards Tuas) at Bedok North Ave 3 Exit.,BD,BEDOK,ER,EAST REGION,200159353,,PIE
32850.99588,33571.39799,Accident,10/2/2018,Accident on PIE (towards Tuas) after KPE Exit. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,74628616,Pan-Island Expressway,PIE
27782.33046,34254.21899,Accident,10/2/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 3.,NV,NOVENA,CR,CENTRAL REGION,174555659,Pan-Island Expressway,PIE
27415.75288,34325.47995,Accident,10/2/2018,Accident on PIE (towards Changi Airport) after Stevens Rd Exit.,NV,NOVENA,CR,CENTRAL REGION,479181644,Pan-Island Expressway,PIE
35826.36618,34205.23805,Accident,9/2/2018,Accident on PIE (towards Changi Airport) before Jalan Eunos. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,479615344,Pan-Island Expressway,PIE
15888.42641,37453.49998,Accident,9/2/2018,Accident on PIE (towards Tuas) after Jurong East Ave 2 with congestion till Jurong Town Hall Rd. Avoid lanes 2 and 3.,JW,JURONG WEST,WR,WEST REGION,479561510,Pan-Island Expressway,PIE
33897.85258,33835.01995,Accident,9/2/2018,Accident on PIE (towards Tuas) after Paya Lebar Rd with congestion till Paya Lebar Rd. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,479173807,Pan-Island Expressway,PIE
35195.84517,34072.129,Accident,8/2/2018,Accident on PIE (towards Changi Airport) after Paya Lebar with congestion till Kallang Way. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,479170044,Pan-Island Expressway,PIE
25534.63979,35233.19096,Accident,8/2/2018,Accident on PIE (towards Changi Airport) before Lornie Rd.,BT,BUKIT TIMAH,CR,CENTRAL REGION,44839245,Pan-Island Expressway,PIE
13085.13781,37636.09001,Accident,8/2/2018,Accident on PIE (towards Tuas) before Jalan Bahar with congestion till KJE. Avoid lane 4.,JW,JURONG WEST,WR,WEST REGION,479564862,Pan-Island Expressway,PIE
32091.46248,34334.26999,Accident,8/2/2018,Accident on PIE (towards Tuas) at CTE(CITY) Exit.,KL,KALLANG,CR,CENTRAL REGION,174552510,Woodsville Flyover,PIE
32292.78943,34104.49996,Accident,6/2/2018,Accident on PIE (towards Tuas) after KPE Exit with congestion till Paya Lebar Rd. Avoid lane 2.,KL,KALLANG,CR,CENTRAL REGION,479616336,Pan-Island Expressway,PIE
13339.49543,37969.98803,Accident,5/2/2018,"Accident on PIE (towards Changi Airport) before KJE. Avoid lanes 1, 2 and 3.",WC,WESTERN WATER CATCHMENT,WR,WEST REGION,480886467,Pan-Island Expressway,PIE
24726.03037,35974.789,Accident,4/2/2018,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Eng Neo Ave. Avoid lanes 2 and 3.,BT,BUKIT TIMAH,CR,CENTRAL REGION,44839236,Pan-Island Expressway,PIE
34393.70401,33904.42204,Accident,4/2/2018,Accident on PIE (towards Changi Airport) after Paya Lebar Rd with congestion till Paya Lebar Rd. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,33793659,Paya Lebar Flyover,PIE
33057.71752,33564.67995,Accident,3/2/2018,Accident on PIE (towards Tuas) after KPE Exit with congestion till Jalan Eunos. Avoid lane 2.,GL,GEYLANG,CR,CENTRAL REGION,74628616,Pan-Island Expressway,PIE
32856.4602,33572.62104,Accident,3/2/2018,Accident on PIE (towards Tuas) after KPE Exit with congestion till Jalan Eunos. Avoid lanes 1 and 2.,GL,GEYLANG,CR,CENTRAL REGION,74628616,Pan-Island Expressway,PIE
26983.35916,34524.121,Accident,3/2/2018,Accident on PIE (towards Tuas) after Stevens Rd Exit with congestion till Thomson Rd Exit. Avoid lane 4.,NV,NOVENA,CR,CENTRAL REGION,75525381,Pan-Island Expressway,PIE
21904.33295,35795.17198,Accident,3/2/2018,Accident on PIE (towards Tuas) after Clementi Rd Exit. Avoid lane 4.,BT,BUKIT TIMAH,CR,CENTRAL REGION,44839309,Bukit Timah Flyover,PIE
23638.51534,36855.39799,Accident,3/2/2018,Accident on PIE (towards Changi Airport) after BKE. Avoid lane 1.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,479547679,Pan-Island Expressway,PIE
26903.88737,34582.96096,Accident,2/2/2018,Accident on PIE (towards Changi Airport) after Lornie Rd with congestion till Lornie Rd. Avoid lane 1.,NV,NOVENA,CR,CENTRAL REGION,159090943,Pan-Island Expressway,PIE
25719.05675,35131.26995,Accident,2/2/2018,Accident on PIE (towards Changi Airport) before Lornie Rd. Avoid lane 1.,BT,BUKIT TIMAH,CR,CENTRAL REGION,44818682,Pan-Island Expressway,PIE
19059.18499,35708.87103,Accident,2/2/2018,Accident on PIE (towards Tuas) before Toh Guan Rd Exit with congestion till Clementi Ave 6 Exit. Avoid lane 3.,BK,BUKIT BATOK,WR,WEST REGION,479555642,Pan-Island Expressway,PIE
36736.76298,34551.19899,Accident,2/2/2018,Accident on PIE (towards Tuas) after Bedok North Rd.,BD,BEDOK,ER,EAST REGION,74675126,Pan-Island Expressway,PIE
32881.56787,33538.69899,Accident,2/2/2018,Accident on PIE (towards Tuas) at KPE(ECP) Exit.,GL,GEYLANG,CR,CENTRAL REGION,34122802,Kallang Bahru Flyover,PIE
24106.94912,36632.21905,Accident,2/2/2018,Accident on PIE (towards Changi Airport) before Eng Neo Ave. Avoid lane 1.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,75525375,Pan-Island Expressway,PIE
24103.3099,36627.67204,Accident,2/2/2018,Accident on PIE (towards Tuas) before BKE. Avoid lane 1.,BT,BUKIT TIMAH,CR,CENTRAL REGION,75525375,Pan-Island Expressway,PIE
42935.41887,36482.37898,Accident,1/2/2018,Accident on PIE (towards Changi Airport) after TPE. Avoid lane 3.,CH,CHANGI,ER,EAST REGION,174402286,Pan-Island Expressway,PIE
42957.2669,36447.19902,Accident,1/2/2018,Accident on PIE (towards Changi Airport) after TPE.,CH,CHANGI,ER,EAST REGION,74662603,Pan-Island Expressway,PIE
37070.3715,34706.31995,Accident,1/2/2018,Accident on PIE (towards Tuas) after Bedok North Rd with congestion till Tampines. Avoid lane 1.,BD,BEDOK,ER,EAST REGION,74675126,Pan-Island Expressway,PIE
25905.29934,35074.55095,Accident,31/1/2018,Accident on PIE (towards Tuas) after Adam Rd Exit. Avoid lane 1.,BT,BUKIT TIMAH,CR,CENTRAL REGION,44818682,Pan-Island Expressway,PIE
25899.83507,35079.71097,Accident,31/1/2018,Accident on PIE (towards Changi Airport) after Lornie Rd with congestion till Eng Neo Ave. Avoid lane 1.,BT,BUKIT TIMAH,CR,CENTRAL REGION,44818682,Pan-Island Expressway,PIE
26984.75027,34520.12095,Accident,31/1/2018,Accident on PIE (towards Tuas) after Stevens Rd Exit.,NV,NOVENA,CR,CENTRAL REGION,75525381,Pan-Island Expressway,PIE
26065.44447,34998.71896,Accident,31/1/2018,Accident on PIE (towards Changi Airport) after Lornie Rd.,BT,BUKIT TIMAH,CR,CENTRAL REGION,44818682,Pan-Island Expressway,PIE
26080.62429,34987.50003,Accident,31/1/2018,Accident on PIE (towards Changi Airport) after Lornie Rd.,BT,BUKIT TIMAH,CR,CENTRAL REGION,44818682,Pan-Island Expressway,PIE
33860.0918,33837.73796,Accident,30/1/2018,Accident on PIE (towards Changi Airport) before Paya Lebar Rd with congestion till Kallang. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,479173806,Pan-Island Expressway,PIE
16813.80459,36940.83997,Accident,28/1/2018,Accident on PIE (towards Tuas) after Jurong Town Hall Rd. Avoid lane 3.,JE,JURONG EAST,WR,WEST REGION,44817060,Pan-Island Expressway,PIE
26451.09507,34788.12101,Accident,28/1/2018,Accident on PIE (towards Changi Airport) after Lornie Rd. Avoid lanes 1 and 2.,NV,NOVENA,CR,CENTRAL REGION,479183221,Pan-Island Expressway,PIE
34402.39573,33905.91003,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Paya Lebar Rd with congestion till CTE. Avoid lane 1.,GL,GEYLANG,CR,CENTRAL REGION,33793659,Paya Lebar Flyover,PIE
30177.74207,34619.03901,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Thomson Rd with congestion till Lornie Rd.,NV,NOVENA,CR,CENTRAL REGION,479178856,Pan-Island Expressway,PIE
30346.39065,34606.01202,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Thomson Rd. Avoid lane 1.,TP,TOA PAYOH,CR,CENTRAL REGION,479178856,Pan-Island Expressway,PIE
36642.10114,34509.32004,Accident,27/1/2018,Accident on PIE (towards Changi Airport) after Jalan Eunos. Avoid lanes 1 and 2.,BD,BEDOK,ER,EAST REGION,74675113,Pan-Island Expressway,PIE
19408.28256,35514.21102,Accident,26/1/2018,Accident on PIE (towards Tuas) before Toh Guan Rd Exit.,CL,CLEMENTI,WR,WEST REGION,44819830,Pan-Island Expressway,PIE
23230.92952,36767.46895,Accident,26/1/2018,Accident on PIE (towards Tuas) after BKE.,BT,BUKIT TIMAH,CR,CENTRAL REGION,479547677,Pan-Island Expressway,PIE
24659.93659,36045.94896,Accident,25/1/2018,Accident on PIE (towards Tuas) after Eng Neo Ave with congestion till Stevens Rd Exit. Avoid lanes 3 and 4.,BT,BUKIT TIMAH,CR,CENTRAL REGION,75525375,Pan-Island Expressway,PIE
32359.97651,34020.76199,Accident,25/1/2018,Accident on PIE (towards Tuas) after KPE Exit. Avoid lane 1.,KL,KALLANG,CR,CENTRAL REGION,37635207,Pan-Island Expressway,PIE
12896.83814,37455.22998,Accident,25/1/2018,Accident on PIE (towards Changi Airport) at Jalan Bahar Exit.,WC,WESTERN WATER CATCHMENT,WR,WEST REGION,44786111,,PIE
28878.84628,34595.82003,Accident,25/1/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit with congestion till Toa Payoh Exit. Avoid lane 1.,TP,TOA PAYOH,CR,CENTRAL REGION,44839216,Thomson Flyover,PIE
31569.01994,34596.00001,Accident,24/1/2018,Accident on PIE (towards Tuas) after CTE(City) Exit. Avoid lane 2.,KL,KALLANG,CR,CENTRAL REGION,479175247,Pan-Island Expressway,PIE
20932.55621,34993.73804,Accident,24/1/2018,Accident on PIE (towards Tuas) before Clementi Ave 6 Exit. Avoid lanes 1 and 2.,BT,BUKIT TIMAH,CR,CENTRAL REGION,479551983,Pan-Island Expressway,PIE
27845.40955,34231.30098,Accident,22/1/2018,Accident on PIE (towards Tuas) after Thomson Rd Exit. Avoid lane 3.,NV,NOVENA,CR,CENTRAL REGION,479181295,Pan-Island Expressway,PIE
16298.11543,37235.69896,Accident,22/1/2018,Accident on PIE (towards Tuas) at Jurong East Ave 1 Entrance. Jurong East Ave 1 Entrance closed.,JE,JURONG EAST,WR,WEST REGION,22885255,,PIE
16438.23767,37199.60895,Accident,22/1/2018,Accident on PIE (towards Tuas) at Jurong East Ave 1 Exit. Jurong East Ave 1 Exit closed.,JE,JURONG EAST,WR,WEST REGION,22885254,,PIE
11518.21472,36014.64797,Accident,22/1/2018,Accident on PIE (towards Changi Airport) before Pioneer Rd Nth. Avoid lane 1.,WC,WESTERN WATER CATCHMENT,WR,WEST REGION,479568571,Pan-Island Expressway,PIE
16667.50972,37074.43003,Accident,20/1/2018,Accident on PIE (towards Tuas) after Jurong Town Hall Rd. Avoid lane 3.,JE,JURONG EAST,WR,WEST REGION,251603194,Pan-Island Expressway,PIE
22916.61491,45339.12899,Accident,20/2/2018,Accident on SLE (towards CTE) at Woodlands Ave 2 Entrance.,WD,WOODLANDS,NR,NORTH REGION,22774351,,SLE
24871.62573,44094.17196,Accident,15/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till Woodlands Ave 12 Exit. Avoid lanes 1 and 2.,MD,MANDAI,NR,NORTH REGION,480874189,Seletar Expressway,SLE
22793.34393,45324.89803,Accident,15/2/2018,Accident on SLE (towards BKE) at Woodlands Ave 2 Exit.,MD,MANDAI,NR,NORTH REGION,95841004,Seletar Expressway,SLE
21129.93112,44559.32805,Accident,15/2/2018,Accident on SLE (towards BKE) at BKE(PIE) Exit with congestion till BKE Exit.,MD,MANDAI,NR,NORTH REGION,95840931,,SLE
25750.23492,42445.92205,Accident,14/2/2018,Accident on SLE (towards CTE) before Upper Thomson Rd Exit with congestion till Woodlands Ave 2 Exit. Avoid lanes 2 and 3.,YS,YISHUN,NR,NORTH REGION,166702718,Seletar Expressway,SLE
24542.8468,44377.35898,Accident,14/2/2018,Accident on SLE (towards BKE) after Mandai Rd Exit.,MD,MANDAI,NR,NORTH REGION,480874196,Seletar Expressway,SLE
29832.89352,42040.03099,Accident,13/2/2018,Accident on SLE (towards BKE) after TPE Exit.,AM,ANG MO KIO,NER,NORTH-EAST REGION,465775183,Seletar Expressway,SLE
23294.85905,45157.06998,Accident,13/2/2018,Accident on SLE (towards BKE) before Woodlands Ave 2 Exit with congestion till Mandai Rd Exit. Avoid lane 2.,MD,MANDAI,NR,NORTH REGION,95841007,Seletar Expressway,SLE
30731.63544,41846.65995,Accident,13/2/2018,Accident on SLE (towards CTE) after TPE Exit. Avoid lanes 2 and 3.,SE,SENGKANG,NER,NORTH-EAST REGION,15092487,Seletar Expressway,SLE
29922.67953,42047.92204,Accident,12/2/2018,Accident on SLE (towards CTE) before TPE Exit. Avoid lane 1.,AM,ANG MO KIO,NER,NORTH-EAST REGION,234881026,Seletar Expressway,SLE
24547.93279,44394.30099,Accident,12/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lane 2.,MD,MANDAI,NR,NORTH REGION,480874183,Seletar Expressway,SLE
23071.92309,45259.35903,Accident,12/2/2018,Accident on SLE (towards CTE) after Woodlands Ave 2 Exit. Avoid lane 3.,WD,WOODLANDS,NR,NORTH REGION,95841007,Seletar Expressway,SLE
24529.31488,44407.84004,Accident,12/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lane 1.,MD,MANDAI,NR,NORTH REGION,480874183,Seletar Expressway,SLE
25439.69492,42947.96902,Accident,8/2/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit with congestion till Upper Thomson Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,480875791,Seletar Expressway,SLE
24721.3918,44241.89103,Accident,6/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till BKE Entrance. Avoid lane 1.,MD,MANDAI,NR,NORTH REGION,480874183,Seletar Expressway,SLE
28489.29664,41907.26203,Accident,6/2/2018,Accident on SLE (towards BKE) before Lentor Ave Exit. Avoid lane 2.,AM,ANG MO KIO,NER,NORTH-EAST REGION,74896358,Seletar Expressway,SLE
24165.94909,44684.69099,Accident,6/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit. Avoid lane 4.,MD,MANDAI,NR,NORTH REGION,234873073,Seletar Expressway,SLE
25432.59492,42953.82802,Accident,6/2/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,480875791,Seletar Expressway,SLE
25971.16841,41986.96899,Accident,6/2/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit. Avoid lane 1.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,37583932,Seletar Expressway,SLE
24943.21462,43988.14795,Accident,3/2/2018,Accident on SLE (towards CTE) after Mandai Ave Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,480874189,Seletar Expressway,SLE
23702.99427,44932.89802,Accident,2/2/2018,Accident on SLE (towards BKE) after Woodlands Ave 12 Exit. Avoid lane 2.,MD,MANDAI,NR,NORTH REGION,37584632,Seletar Expressway,SLE
24659.30616,44293.14797,Accident,2/2/2018,Accident on SLE (towards CTE) before Mandai Ave Exit with congestion till Woodlands Ave 12 Exit. Avoid lane 1.,MD,MANDAI,NR,NORTH REGION,480874196,Seletar Expressway,SLE
24863.73555,44092.35199,Accident,2/2/2018,Accident on SLE (towards BKE) before Mandai Rd Exit.,MD,MANDAI,NR,NORTH REGION,480874196,Seletar Expressway,SLE
29727.40487,42044.69897,Accident,2/2/2018,Accident on SLE (towards CTE) before TPE Exit with congestion till Lentor Ave Exit.,AM,ANG MO KIO,NER,NORTH-EAST REGION,465775182,Seletar Expressway,SLE
21081.77002,44683.14804,Accident,2/2/2018,Accident on SLE (towards BKE) at BKE(Woodlands) Exit.,SK,SUNGEI KADUT,NR,NORTH REGION,95840932,,SLE
26449.31045,41790.52005,Accident,1/2/2018,Accident on SLE (towards CTE) after Upper Thomson Rd Exit.,YS,YISHUN,NR,NORTH REGION,37583929,Seletar Expressway,SLE
25069.99912,43684.07805,Accident,1/2/2018,Accident on SLE (towards CTE) after Mandai Ave Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,480874192,Seletar Expressway,SLE
23302.73809,45158.89101,Accident,30/1/2018,Accident on SLE (towards CTE) before Woodlands Ave 12 Exit.,WD,WOODLANDS,NR,NORTH REGION,95840962,Seletar Expressway,SLE
22109.8634,45336.69902,Accident,29/1/2018,Accident on SLE (towards BKE) between Woodlands Ave 12 Exit and Woodlands Ave 2 Exit with congestion till Upper Thomson Rd Exit.,MD,MANDAI,NR,NORTH REGION,95841005,Seletar Expressway,SLE
28871.84435,42010.31997,Accident,25/1/2018,Accident on SLE (towards CTE) after Lentor Ave Exit with congestion till Lentor Ave Exit. Avoid lanes 1 and 2.,YS,YISHUN,NR,NORTH REGION,109695787,Seletar Expressway,SLE
29154.6347,42052.65998,Accident,25/1/2018,Accident on SLE (towards CTE) after Lentor Ave Exit. Avoid lane 4.,YS,YISHUN,NR,NORTH REGION,109695787,Seletar Expressway,SLE
30673.5755,42008.78101,Accident,24/1/2018,Accident on SLE (towards BKE) after TPE Exit. Avoid lanes 1 and 2.,AM,ANG MO KIO,NER,NORTH-EAST REGION,21309187,Seletar Expressway,SLE
25265.3787,43193.92997,Accident,23/1/2018,Accident on SLE (towards BKE) after Upper Thomson Rd Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,480875789,Seletar Expressway,SLE
25376.77452,43032.69096,Accident,23/1/2018,Accident on SLE (towards CTE) after Mandai Ave Exit with congestion till Woodlands Ave 12 Exit.,CC,CENTRAL WATER CATCHMENT,NR,NORTH REGION,480874192,Seletar Expressway,SLE
26375.78348,41820.51196,Accident,22/1/2018,Accident on SLE (towards CTE) at Upper Thomson Rd Exit.,YS,YISHUN,NR,NORTH REGION,37583929,Seletar Expressway,SLE
30565.5335,42507.94897,Accident,22/1/2018,Accident on SLE (towards CTE) at Seletar West Link Entrance.,SE,SENGKANG,NER,NORTH-EAST REGION,349477767,Seletar West Link,SLE
36655.6052,41281.43001,Accident,21/2/2018,Accident on TPE (towards PIE) after Punggol Rd Exit.,SE,SENGKANG,NER,NORTH-EAST REGION,33176817,Tampines Expressway,TPE
42587.31107,37215.12896,Accident,20/2/2018,Accident on TPE (towards PIE) at Upper Changi Rd North Exit.,PR,PASIR RIS,ER,EAST REGION,173767986,,TPE
40024.19408,39196.44902,Accident,19/2/2018,Accident on TPE (towards PIE) before Pasir Ris Dr 8 Exit. Avoid lanes 1 and 2.,PR,PASIR RIS,ER,EAST REGION,472098011,Tampines Expressway,TPE
31828.34474,42561.55105,Accident,17/2/2018,Accident on TPE (towards PIE) at TPE(PIE) Entrance.,SL,SELETAR,NER,NORTH-EAST REGION,349477704,Seletar Interchange,TPE
34469.21844,42505.64095,Accident,15/2/2018,Accident on TPE (towards PIE) before Sengkang Exit.,PG,PUNGGOL,NER,NORTH-EAST REGION,33298780,Tampines Expressway,TPE
39823.53603,39324.99996,Accident,11/2/2018,Accident on TPE (towards PIE) before Elias Rd Exit.,PR,PASIR RIS,ER,EAST REGION,472098011,Tampines Expressway,TPE
39848.87674,39315.301,Accident,9/2/2018,Accident on TPE (towards PIE) before Elias Rd Exit with congestion till Pasir Ris Dr 12 Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,472098011,Tampines Expressway,TPE
33955.75243,42558.42198,Accident,9/2/2018,Accident on TPE (towards SLE) after Punggol Rd Exit. Avoid lane 1.,SE,SENGKANG,NER,NORTH-EAST REGION,33298776,Punggol Bridge,TPE
34364.23041,42519.71103,Accident,7/2/2018,Accident on TPE (towards PIE) before Sengkang Exit.,PG,PUNGGOL,NER,NORTH-EAST REGION,33298780,Tampines Expressway,TPE
37226.11859,40640.82804,Accident,5/2/2018,Accident on TPE (towards PIE) before KPE Exit with congestion till Sengkang Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,360771246,Tampines Expressway,TPE
37934.80615,40088.85201,Accident,3/2/2018,"Accident on TPE (towards PIE) after KPE Exit with congestion till Punggol Rd Exit. Avoid lanes 1, 2 and 4.",PL,PAYA LEBAR,ER,EAST REGION,74549066,Tampines Expressway,TPE
39823.82567,39318.44099,Accident,2/2/2018,Accident on TPE (towards SLE) after Tampines Rd Exit with congestion till Tampines Ave 7 Exit.,TM,TAMPINES,ER,EAST REGION,176204511,Tampines Expressway,TPE
41040.76832,38693.73795,Accident,2/2/2018,Accident on TPE (towards PIE) after Pasir Ris Dr 8 Exit with congestion till Pasir Ris Dr 12 Exit.,PR,PASIR RIS,ER,EAST REGION,176204510,Tampines Expressway,TPE
37297.37868,40561.51196,Accident,2/2/2018,Accident on TPE (towards PIE) after KPE Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,360771246,Tampines Expressway,TPE
37287.0732,40569.08997,Accident,2/2/2018,Accident on TPE (towards PIE) after KPE Exit with congestion till Punggol Rd Exit.,PR,PASIR RIS,ER,EAST REGION,360771246,Tampines Expressway,TPE
34468.91813,42499.10895,Accident,1/2/2018,Accident on TPE (towards SLE) after Punggol Rd Exit.,SE,SENGKANG,NER,NORTH-EAST REGION,391007746,Tampines Expressway,TPE
40043.00247,39180.67997,Accident,30/1/2018,Accident on TPE (towards PIE) before Pasir Ris Dr 8 Exit. Avoid lane 1.,PR,PASIR RIS,ER,EAST REGION,472098011,Tampines Expressway,TPE
36781.19772,41129.96905,Accident,25/1/2018,Accident on TPE (towards SLE) after Tampines Flyover.,SE,SENGKANG,NER,NORTH-EAST REGION,33176817,Tampines Expressway,TPE
42228.96233,38025.78897,Accident,22/1/2018,Accident on TPE (towards SLE) after Tampines Ave 7 Exit. Avoid lane 3.,TM,TAMPINES,ER,EAST REGION,44509043,,TPE
